ID, Image, Latitude, Longitude, City, State, Country
5b0cfa7c45bb0c0004277e32, http://128.10.29.31/axis-cgi/mjpg/video.cgi, 40.4278, -86.9169, West Lafayette, IN, USA
5b0cfa7d45bb0c0004277e33, http://128.10.29.32/axis-cgi/mjpg/video.cgi, 40.4278, -86.9169, West Lafayette, IN, USA
5b0cfa7e45bb0c0004277e34, http://128.10.29.33/axis-cgi/mjpg/video.cgi, 40.4278, -86.9169, West Lafayette, IN, USA
5b0cfa7f45bb0c0004277e35, http://128.104.128.189/axis-cgi/mjpg/video.cgi, 43.0761, -89.4104, Madison, WI, USA
5b0cfa7f45bb0c0004277e36, http://128.104.138.26/axis-cgi/mjpg/video.cgi, 43.0761, -89.4104, Madison, WI, USA
5b0cfa8045bb0c0004277e37, http://128.104.181.37/axis-cgi/mjpg/video.cgi, 43.0761, -89.4104, Madison, WI, USA
5b0cfa8145bb0c0004277e38, http://128.104.200.113/nphMotionJpeg?Resolution, 43.0761, -89.4104, Madison, WI, USA
5b0cfa8245bb0c0004277e39, http://128.104.217.185/axis-cgi/mjpg/video.cgi, 43.0761, -89.4104, Madison, WI, USA
5b0cfa8345bb0c0004277e3a, http://128.111.184.53/axis-cgi/mjpg/video.cgi, 34.4329, -119.837, Santa Barbara, CA, USA
5b0cfa8445bb0c0004277e3b, http://128.112.240.176/axis-cgi/mjpg/video.cgi, 40.3756, -74.6597, Princeton, NJ, USA
5b0cfa8545bb0c0004277e3c, http://128.112.240.93/axis-cgi/mjpg/video.cgi, 40.3756, -74.6597, Princeton, NJ, USA
5b0cfa8645bb0c0004277e3d, http://128.112.32.247/axis-cgi/mjpg/video.cgi, 40.3756, -74.6597, Princeton, NJ, USA
5b0cfa8745bb0c0004277e3e, http://128.112.33.7/axis-cgi/mjpg/video.cgi, 40.3756, -74.6597, Princeton, NJ, USA
5b0cfa8845bb0c0004277e3f, http://128.112.64.67/axis-cgi/mjpg/video.cgi, 40.3756, -74.6597, Princeton, NJ, USA
5b0cfa8945bb0c0004277e40, http://128.119.160.155/, 42.3804, -72.5231, Amherst, MA, USA
5b0cfa8945bb0c0004277e41, http://128.119.170.14/axis-cgi/mjpg/video.cgi, 42.3804, -72.5231, Amherst, MA, USA
5b0cfa8a45bb0c0004277e42, http://128.119.247.64/axis-cgi/mjpg/video.cgi, 42.3804, -72.5231, Amherst, MA, USA
5b0cfa8b45bb0c0004277e43, http://128.119.98.19/axis-cgi/mjpg/video.cgi, 42.3804, -72.5231, Amherst, MA, USA
5b0cfa8c45bb0c0004277e44, http://128.120.82.170/axis-cgi/mjpg/video.cgi, 38.4829, -121.64, Davis, CA, USA
5b0cfa8d45bb0c0004277e45, http://128.122.151.22/, 40.7317, -73.9885, New York, NY, USA
5b0cfa8e45bb0c0004277e46, http://128.122.151.227/, 40.7317, -73.9885, New York, NY, USA
5b0cfa8f45bb0c0004277e47, http://128.125.166.107/, 33.7866, -118.299, Los Angeles, CA, USA
5b0cfa9045bb0c0004277e48, http://128.125.166.83/axis-cgi/mjpg/video.cgi, 33.7866, -118.299, Los Angeles, CA, USA
5b0cfa9145bb0c0004277e49, http://128.135.156.197/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9245bb0c0004277e4a, http://128.135.156.247/axis-cgi/mjpg/video.cgi, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9445bb0c0004277e4b, http://128.135.17.122/axis-cgi/mjpg/video.cgi, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9545bb0c0004277e4c, http://128.135.244.15/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9645bb0c0004277e4d, http://128.135.244.16/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9745bb0c0004277e4e, http://128.135.244.18/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9845bb0c0004277e4f, http://128.135.244.19/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9945bb0c0004277e50, http://128.135.244.21/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9a45bb0c0004277e51, http://128.135.244.22/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9b45bb0c0004277e52, http://128.135.244.23/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9c45bb0c0004277e53, http://128.135.244.28/axis-cgi/mjpg/video.cgi, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9c45bb0c0004277e54, http://128.135.36.219/axis-cgi/mjpg/video.cgi, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9d45bb0c0004277e55, http://128.135.81.164/nphMotionJpeg?Resolution, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9e45bb0c0004277e56, http://128.135.81.168/axis-cgi/mjpg/video.cgi, 41.7804, -87.6027, Chicago, IL, USA
5b0cfa9f45bb0c0004277e57, http://128.135.82.192/axis-cgi/mjpg/video.cgi, 41.7804, -87.6027, Chicago, IL, USA
5b0cfaa045bb0c0004277e58, http://128.135.89.83/axis-cgi/mjpg/video.cgi, 41.7804, -87.6027, Chicago, IL, USA
5b0cfaa145bb0c0004277e59, http://128.143.108.226/axis-cgi/mjpg/video.cgi, 38.0329, -78.5137, Charlottesville, VA, USA
5b0cfaa245bb0c0004277e5a, http://128.143.122.22/MJPEG.CGI, 38.0329, -78.5137, Charlottesville, VA, USA
5b0cfaa345bb0c0004277e5b, http://128.151.62.11/MJPEG.CGI, 43.1548, -77.6156, Rochester, NY, USA
5b0cfaa445bb0c0004277e5c, http://128.153.6.43/axis-cgi/mjpg/video.cgi, 44.6609, -74.9258, Potsdam, NY, USA
5b0cfaa545bb0c0004277e5d, http://128.171.83.191/axis-cgi/mjpg/video.cgi, 21.3267, -157.817, Honolulu, HI, USA
5b0cfaa645bb0c0004277e5e, http://128.174.15.234/axis-cgi/mjpg/video.cgi, 40.1095, -88.2123, Urbana, IL, USA
5b0cfaa745bb0c0004277e5f, http://128.178.6.160/axis-cgi/mjpg/video.cgi, 46.5333, 6.6667, Lausanne, Null, CH
5b0cfaa845bb0c0004277e60, http://128.178.6.161/axis-cgi/mjpg/video.cgi, 46.5333, 6.6667, Lausanne, Null, CH
5b0cfaa945bb0c0004277e61, http://128.187.50.247/axis-cgi/mjpg/video.cgi, 40.3563, -111.732, Provo, UT, USA
5b0cfaaa45bb0c0004277e62, http://128.194.59.236/axis-cgi/mjpg/video.cgi, 30.6521, -96.341, College Station, TX, USA
5b0cfaab45bb0c0004277e63, http://128.196.12.150/, 32.2338, -110.95, Tucson, AZ, USA
5b0cfaac45bb0c0004277e64, http://128.196.12.155/, 32.2338, -110.95, Tucson, AZ, USA
5b0cfaad45bb0c0004277e65, http://128.196.12.29/axis-cgi/mjpg/video.cgi, 32.2338, -110.95, Tucson, AZ, USA
5b0cfaae45bb0c0004277e66, http://128.196.12.63/, 32.2338, -110.95, Tucson, AZ, USA
5b0cfaaf45bb0c0004277e67, http://128.197.26.35/, 42.3451, -71.0993, Boston, MA, USA
5b0cfab045bb0c0004277e68, http://128.208.252.2/axis-cgi/mjpg/video.cgi, 47.6606, -122.292, Seattle, WA, USA
5b0cfab145bb0c0004277e69, http://128.210.129.12/axis-cgi/mjpg/video.cgi, 40.4238, -86.9107, West Lafayette, IN, USA
5b0cfab245bb0c0004277e6a, http://128.210.133.200/axis-cgi/mjpg/video.cgi, 40.4238, -86.9107, West Lafayette, IN, USA
5b0cfab345bb0c0004277e6b, http://128.210.133.218/axis-cgi/mjpg/video.cgi, 40.4238, -86.9098, West Lafayette, IN, USA
5b0cfab445bb0c0004277e6c, http://128.210.133.219/axis-cgi/mjpg/video.cgi, 40.4238, -86.9098, West Lafayette, IN, USA
5b0cfab445bb0c0004277e6d, http://128.210.137.244/, 40.4249, -86.9162, West Lafayette, IN, USA
5b0cfab545bb0c0004277e6e, http://128.210.169.237/MJPEG.CGI, 40.4249, -86.9162, West Lafayette, IN, USA
5b0cfab645bb0c0004277e6f, http://128.210.72.31/axis-cgi/mjpg/video.cgi, 40.4265, -86.9131, West Lafayette, IN, USA
5b0cfab745bb0c0004277e70, http://128.223.108.30/axis-cgi/mjpg/video.cgi, 44.0364, -123.055, Eugene, OR, USA
5b0cfab845bb0c0004277e71, http://128.232.239.218/axis-cgi/mjpg/video.cgi, 52.2, 0.1167, Cambridge, Null, GB
5b0cfab945bb0c0004277e72, http://128.253.181.41/axis-cgi/mjpg/video.cgi, 42.4485, -76.4804, Ithaca, NY, USA
5b0cfabb45bb0c0004277e73, http://128.255.26.210/axis-cgi/mjpg/video.cgi, 41.664, -91.5447, Iowa City, IA, USA
5b0cfabb45bb0c0004277e74, http://128.46.160.229/axis-cgi/mjpg/video.cgi, 40.4102, -86.9173, West Lafayette, IN, USA
5b0cfabc45bb0c0004277e75, http://128.46.170.242/axis-cgi/mjpg/video.cgi, 40.4314, -86.914, West Lafayette, IN, USA
5b0cfabd45bb0c0004277e76, http://128.46.170.243/axis-cgi/mjpg/video.cgi, 40.4314, -86.914, West Lafayette, IN, USA
5b0cfabe45bb0c0004277e77, http://128.46.184.48/axis-cgi/mjpg/video.cgi, 40.4283, -86.9127, West Lafayette, IN, USA
5b0cfabf45bb0c0004277e78, http://128.46.184.49/axis-cgi/mjpg/video.cgi, 40.4283, -86.9127, West Lafayette, IN, USA
5b0cfac045bb0c0004277e79, http://128.46.190.179/axis-cgi/mjpg/video.cgi, 40.4249, -86.9162, West Lafayette, IN, USA
5b0cfac145bb0c0004277e7a, http://128.46.193.69/axis-cgi/mjpg/video.cgi, 40.4249, -86.9162, West Lafayette, IN, USA
5b0cfac245bb0c0004277e7b, http://128.46.207.194/MJPEG.CGI, 40.4249, -86.9162, West Lafayette, IN, USA
5b0cfac345bb0c0004277e7c, http://128.46.207.40/MJPEG.CGI, 40.431, -86.9152, West Lafayette, IN, USA
5b0cfac445bb0c0004277e7d, http://128.46.207.59/MJPEG.CGI, 40.4249, -86.9162, West Lafayette, IN, USA
5b0cfac545bb0c0004277e7e, http://128.46.207.84/MJPEG.CGI, 40.4249, -86.9162, West Lafayette, IN, USA
5b0cfac645bb0c0004277e7f, http://128.46.71.10/axis-cgi/mjpg/video.cgi, 40.4249, -86.9162, West Lafayette, IN, USA
